Age,Word,C_freq,ld,dd,pkc
21,bee,871,0.454000000, 0.057931325,0.238549101
22,bee,879,0.454000000, 0.058984622,0.345879397
23,bee,888,0.456000000, 0.060037919,0.400469069
24,bee,1002,0.490000000, 0.067410996,0.448751908
25,bee,1022,0.498000000, 0.068674953,0.499546071
26,bee,1045,0.502000000, 0.070992206,0.573584322
27,bee,1073,0.504000000, 0.073098799,0.602560526
28,bee,1112,0.506000000, 0.074573415,0.730424114
29,bee,1147,0.510000000, 0.076469349,0.673377743
30,bee,1181,0.514000000, 0.078154624,0.778877220
16,behind,524,0.304000000, 0.040235938,0.119995738
17,behind,546,0.316000000, 0.042342532,0.127229504
18,behind,681,0.344000000, 0.050136929,0.178838811
19,behind,700,0.350000000, 0.052664841,0.220079499
20,behind,744,0.364000000, 0.055824731,0.233844898
21,behind,767,0.374000000, 0.058141984,0.252868705
22,behind,800,0.384000000, 0.060880556,0.358436911
23,behind,835,0.390000000, 0.064251106,0.405017403
24,behind,878,0.406000000, 0.070149568,0.451774844
25,behind,914,0.414000000, 0.073730777,0.495282953
26,behind,938,0.418000000, 0.076258690,0.585538346
27,behind,993,0.434000000, 0.079629240,0.598507479
28,behind,1029,0.442000000, 0.083210449,0.724273146
29,behind,1129,0.474000000, 0.091636823,0.658081648
30,behind,1184,0.486000000, 0.096903307,0.773709218
16,belt,26,0.066000000, 0.002949231,0.069781944
17,belt,30,0.068000000, 0.003581209,0.081371010
18,belt,43,0.094000000, 0.005266484,0.176992691
19,belt,54,0.114000000, 0.006109122,0.239146528
20,belt,57,0.120000000, 0.006741100,0.266220736
21,belt,58,0.122000000, 0.006951759,0.298921352
22,belt,61,0.128000000, 0.007583737,0.416311475
23,belt,84,0.164000000, 0.009058353,0.450703319
24,belt,120,0.216000000, 0.013271540,0.485154735
25,belt,125,0.228000000, 0.013903518,0.531313976
26,belt,127,0.228000000, 0.014324837,0.594881291
27,belt,138,0.234000000, 0.015378134,0.616523293
28,belt,165,0.262000000, 0.016852749,0.725079019
29,belt,169,0.266000000, 0.017274068,0.667739220
30,belt,177,0.274000000, 0.018116705,0.769915254
16,bench,12,0.042000000, 0.000842637,0.058138750
17,bench,21,0.054000000, 0.001053297,0.060036009
18,bench,21,0.054000000, 0.001053297,0.100046016
19,bench,22,0.056000000, 0.001263956,0.144411652
20,bench,26,0.064000000, 0.001895934,0.165451284
21,bench,30,0.074000000, 0.002106594,0.194340983
22,bench,32,0.080000000, 0.002527912,0.302294118
23,bench,37,0.094000000, 0.003159890,0.371103690
24,bench,49,0.124000000, 0.004634506,0.414754272
25,bench,53,0.128000000, 0.005266484,0.464564079
26,bench,59,0.144000000, 0.006109122,0.538358796
27,bench,59,0.144000000, 0.006109122,0.565181705
28,bench,74,0.172000000, 0.008426375,0.684953190
29,bench,87,0.184000000, 0.009058353,0.643701590
30,bench,95,0.186000000, 0.010322309,0.745204892
16,beside,8,0.030000000, 0.001685275,0.073003835
17,beside,8,0.030000000, 0.001685275,0.086233211
18,beside,10,0.036000000, 0.002106594,0.133328132
19,beside,12,0.040000000, 0.002527912,0.179710226
20,beside,15,0.042000000, 0.002949231,0.184334714
21,beside,18,0.048000000, 0.003370550,0.195476937
22,beside,21,0.056000000, 0.003791869,0.293773585
23,beside,22,0.060000000, 0.004002528,0.350274541
24,beside,28,0.072000000, 0.004845165,0.376796995
25,beside,30,0.076000000, 0.005055825,0.435252290
26,beside,31,0.082000000, 0.005266484,0.518668198
27,beside,37,0.092000000, 0.005898462,0.541116661
28,beside,45,0.106000000, 0.007162418,0.674490722
29,beside,58,0.132000000, 0.008637034,0.621242364
30,beside,59,0.136000000, 0.008847693,0.732064625
16,better,624,0.432000000, 0.067200337,0.075198526
17,better,675,0.442000000, 0.072677481,0.083798715
18,better,754,0.472000000, 0.080682536,0.135061365
19,better,826,0.500000000, 0.087634295,0.179330106
20,better,894,0.520000000, 0.095850011,0.198638686
21,better,960,0.534000000, 0.103012429,0.228153403
22,better,1078,0.560000000, 0.113545397,0.336051923
23,better,1166,0.584000000, 0.122603750,0.380910871
24,better,1357,0.602000000, 0.141984411,0.426377746
25,better,1523,0.628000000, 0.151885401,0.479843287
26,better,1631,0.646000000, 0.160101116,0.553704041
27,better,1819,0.670000000, 0.171055403,0.573991930
28,better,1972,0.702000000, 0.183905625,0.702366487
29,better,2183,0.716000000, 0.199073099,0.648265736
30,better,2452,0.728000000, 0.220139035,0.753933709
16,bib,173,0.238000000, 0.013903518,0.101372773
17,bib,180,0.240000000, 0.015167474,0.112690150
18,bib,198,0.250000000, 0.016852749,0.180817929
19,bib,208,0.264000000, 0.017906046,0.227255392
20,bib,222,0.282000000, 0.020223299,0.261538087
21,bib,234,0.294000000, 0.022119233,0.292225808
22,bib,274,0.314000000, 0.025489783,0.407161716
23,bib,301,0.326000000, 0.028439014,0.455116800
24,bib,345,0.348000000, 0.032230883,0.499886938
25,bib,353,0.350000000, 0.033284179,0.547223592
26,bib,365,0.356000000, 0.035180114,0.611952081
27,bib,367,0.356000000, 0.035601432,0.636584753
28,bib,381,0.360000000, 0.037497367,0.755628985
29,bib,402,0.372000000, 0.038550664,0.694322908
30,bib,432,0.376000000, 0.040235938,0.793956514
16,bicycle,34,0.076000000, 0.002738572,0.074898080
17,bicycle,44,0.102000000, 0.003581209,0.101851852
18,bicycle,45,0.102000000, 0.003791869,0.173370203
19,bicycle,55,0.120000000, 0.004634506,0.219104397
20,bicycle,62,0.128000000, 0.005266484,0.234726944
21,bicycle,71,0.150000000, 0.006319781,0.275032127
22,bicycle,88,0.162000000, 0.007794396,0.382079439
23,bicycle,110,0.188000000, 0.009900990,0.433503614
24,bicycle,131,0.208000000, 0.011164946,0.471300360
25,bicycle,183,0.260000000, 0.013482199,0.515021369
26,bicycle,214,0.276000000, 0.015167474,0.589582983
27,bicycle,252,0.294000000, 0.018327365,0.613576630
28,bicycle,265,0.300000000, 0.019591321,0.726313519
29,bicycle,295,0.318000000, 0.021908574,0.679885008
30,bicycle,306,0.324000000, 0.023172530,0.780279432
16,big,2562,0.688000000, 0.120497156,0.090764458
17,big,2707,0.698000000, 0.127448915,0.103580846
18,big,2974,0.720000000, 0.145144302,0.165030269
19,big,3388,0.748000000, 0.155255951,0.211435092
20,big,3664,0.762000000, 0.169159469,0.234208789
21,big,4040,0.782000000, 0.182431009,0.264480453
22,big,4377,0.812000000, 0.196755846,0.372914808
23,big,4902,0.832000000, 0.211502001,0.425803050
24,big,5596,0.854000000, 0.253212555,0.469569790
25,big,6143,0.866000000, 0.269012008,0.522680869
26,big,6623,0.874000000, 0.282915526,0.592940431
27,big,7176,0.888000000, 0.299346956,0.615309768
28,big,7776,0.900000000, 0.321466189,0.733332095
29,big,8577,0.904000000, 0.343796082,0.678638802
30,big,9274,0.910000000, 0.368021909,0.783418105
16,bird,632,0.378000000, 0.032230883,0.106199943
17,bird,679,0.398000000, 0.037076048,0.120717781
18,bird,801,0.444000000, 0.046555719,0.192961425
19,bird,923,0.460000000, 0.052875500,0.242143453
20,bird,1056,0.496000000, 0.060880556,0.270854454
21,bird,1196,0.510000000, 0.067410996,0.293897213
22,bird,1320,0.522000000, 0.074152096,0.398009378
23,bird,1502,0.544000000, 0.080050558,0.443274299
24,bird,1707,0.578000000, 0.093111439,0.485211665
25,bird,1860,0.604000000, 0.098377923,0.533251272
26,bird,1945,0.620000000, 0.103433748,0.600203399
27,bird,2111,0.626000000, 0.109542869,0.620605520
28,bird,2398,0.654000000, 0.120497156,0.728812153
29,bird,2497,0.660000000, 0.125974300,0.677496638
30,bird,2555,0.668000000, 0.129344849,0.778315802
16,bite,582,0.408000000, 0.036444070,0.096781898
17,bite,836,0.476000000, 0.044659785,0.119185495
18,bite,991,0.506000000, 0.055192753,0.190995620
19,bite,1069,0.534000000, 0.060669897,0.242926002
20,bite,1142,0.550000000, 0.066568359,0.260868659
21,bite,1196,0.560000000, 0.070781546,0.293217213
22,bite,1288,0.576000000, 0.078575943,0.398817261
23,bite,1416,0.604000000, 0.085527702,0.444282382
24,bite,1579,0.628000000, 0.096271329,0.485994634
25,bite,1691,0.640000000, 0.101537813,0.536555066
26,bite,1746,0.648000000, 0.105961660,0.598134757
27,bite,1854,0.658000000, 0.111228144,0.620639412
28,bite,1957,0.672000000, 0.118390562,0.739540236
29,bite,2034,0.684000000, 0.125763640,0.683902367
30,bite,2163,0.694000000, 0.138824521,0.782196774
16,black,195,0.228000000, 0.018116705,0.081638656
17,black,224,0.242000000, 0.019591321,0.091852592
18,black,265,0.264000000, 0.021697914,0.145502157
19,black,308,0.288000000, 0.024857805,0.195893096
20,black,369,0.316000000, 0.028439014,0.214092554
21,black,408,0.332000000, 0.031598905,0.244713682
22,black,448,0.346000000, 0.033916158,0.353440860
23,black,555,0.392000000, 0.037076048,0.409104160
24,black,649,0.418000000, 0.044449126,0.454281241
25,black,720,0.434000000, 0.049083632,0.507612060
26,black,760,0.448000000, 0.053086160,0.572776683
27,black,853,0.468000000, 0.057088688,0.596632307
28,black,1030,0.482000000, 0.065093743,0.729521702
29,black,1136,0.508000000, 0.073309459,0.668374184
30,black,1192,0.514000000, 0.078786602,0.779246359
16,blanket,127,0.214000000, 0.012639562,0.117067081
17,blanket,143,0.230000000, 0.014746155,0.139371739
18,blanket,194,0.258000000, 0.018116705,0.217327032
19,blanket,206,0.270000000, 0.019591321,0.279194317
20,blanket,249,0.296000000, 0.023172530,0.293594614
21,blanket,269,0.316000000, 0.026543080,0.325876558
22,blanket,438,0.374000000, 0.033284179,0.404859496
23,blanket,499,0.404000000, 0.037708026,0.462642366
24,blanket,576,0.440000000, 0.044870444,0.494550565
25,blanket,650,0.472000000, 0.049294291,0.541573955
26,blanket,731,0.496000000, 0.052454182,0.602459376
27,blanket,800,0.518000000, 0.056246050,0.622781788
28,blanket,850,0.534000000, 0.060669897,0.740899796
29,blanket,912,0.542000000, 0.064883084,0.684377045
30,blanket,947,0.548000000, 0.067832315,0.784781763
16,block,319,0.324000000, 0.019380661,0.092401333
17,block,388,0.352000000, 0.023804508,0.110989440
18,block,474,0.384000000, 0.027596377,0.175632090
19,block,518,0.392000000, 0.031177586,0.221986578
20,block,569,0.416000000, 0.035812092,0.245722512
21,block,649,0.438000000, 0.040235938,0.272560063
22,block,677,0.448000000, 0.042763851,0.379439684
23,block,725,0.470000000, 0.046555719,0.424823506
24,block,802,0.478000000, 0.050136929,0.470174563
25,block,812,0.482000000, 0.051611544,0.519706897
26,block,838,0.486000000, 0.054350116,0.589959920
27,block,866,0.492000000, 0.056456710,0.613535400
28,block,901,0.496000000, 0.060037919,0.733454831
29,block,955,0.510000000, 0.062144512,0.673705972
30,block,1015,0.518000000, 0.067200337,0.781215888
16,blow,147,0.200000000, 0.014114177,0.109354198
17,blow,203,0.260000000, 0.017695387,0.124699212
18,blow,228,0.276000000, 0.020433958,0.191589579
19,blow,267,0.296000000, 0.024436486,0.241120927
20,blow,289,0.310000000, 0.027175058,0.260450942
21,blow,322,0.328000000, 0.029492311,0.283121279
22,blow,371,0.358000000, 0.034969454,0.399168432
23,blow,426,0.380000000, 0.039603960,0.437731935
24,blow,522,0.408000000, 0.049294291,0.485473590
25,blow,605,0.442000000, 0.053086160,0.533045152
26,blow,661,0.448000000, 0.057720666,0.593945048
27,blow,698,0.460000000, 0.062565831,0.623848203
28,blow,749,0.468000000, 0.066568359,0.745316522
29,blow,867,0.490000000, 0.073941437,0.688620635
30,blow,909,0.504000000, 0.078365283,0.787642578
16,blue,825,0.452000000, 0.048451654,0.091671456
17,blue,920,0.458000000, 0.050979566,0.107552288
18,blue,1046,0.472000000, 0.057720666,0.171678026
19,blue,1244,0.514000000, 0.065515062,0.221851302
20,blue,1494,0.544000000, 0.076890668,0.248041882
21,blue,1685,0.572000000, 0.085949020,0.282956647
22,blue,1796,0.582000000, 0.091847483,0.393202706
23,blue,2019,0.598000000, 0.099852538,0.438920457
24,blue,2253,0.632000000, 0.111649463,0.490671295
25,blue,2558,0.664000000, 0.120918475,0.540577012
26,blue,2759,0.674000000, 0.128502212,0.599440354
27,blue,3025,0.684000000, 0.138403202,0.627670158
28,blue,3304,0.696000000, 0.148093533,0.749990985
29,blue,3673,0.722000000, 0.159258479,0.694387996
30,blue,3866,0.738000000, 0.169580788,0.800348304
16,boat,115,0.178000000, 0.010532968,0.113964906
17,boat,145,0.190000000, 0.012850221,0.134743244
18,boat,190,0.218000000, 0.015799452,0.213878110
19,boat,216,0.242000000, 0.018327365,0.264968017
20,boat,256,0.266000000, 0.023172530,0.288410071
21,boat,303,0.290000000, 0.026543080,0.306345496
22,boat,344,0.326000000, 0.030756267,0.418185131
23,boat,389,0.360000000, 0.034969454,0.454518154
24,boat,448,0.406000000, 0.039814620,0.495824608
25,boat,534,0.448000000, 0.044238466,0.533994175
26,boat,590,0.468000000, 0.048240994,0.599795755
27,boat,685,0.488000000, 0.051611544,0.622964959
28,boat,787,0.496000000, 0.055824731,0.732804772
29,boat,960,0.532000000, 0.061723194,0.679420514
30,boat,1158,0.564000000, 0.068042975,0.782136111
16,book,4103,0.714000000, 0.159890457,0.098635888
17,book,4407,0.738000000, 0.172530019,0.109041893
18,book,5101,0.758000000, 0.200547714,0.166242350
19,book,5704,0.766000000, 0.218243101,0.215354635
20,book,6375,0.788000000, 0.238045081,0.235421309
21,book,6782,0.796000000, 0.251948599,0.261259652
22,book,7091,0.804000000, 0.264377502,0.364082122
23,book,7519,0.814000000, 0.278281020,0.413785712
24,book,8155,0.822000000, 0.309247946,0.456038797
25,book,8543,0.846000000, 0.319148936,0.505103574
26,book,8839,0.846000000, 0.330103223,0.575717744
27,book,9205,0.850000000, 0.341268169,0.600571497
28,book,9576,0.862000000, 0.355171687,0.717650439
29,book,10173,0.866000000, 0.370128502,0.664239235
30,book,10704,0.880000000, 0.383821361,0.767386030
16,boot,23,0.034000000, 0.001685275,0.070636299
17,boot,27,0.040000000, 0.002106594,0.093567251
18,boot,41,0.068000000, 0.003159890,0.184129902
19,boot,45,0.076000000, 0.004002528,0.227851019
20,boot,56,0.088000000, 0.004634506,0.262497670
21,boot,84,0.114000000, 0.005898462,0.277686554
22,boot,90,0.128000000, 0.007162418,0.390197044
23,boot,95,0.130000000, 0.008005056,0.441427290
24,boot,143,0.184000000, 0.012007584,0.471571500
25,boot,167,0.210000000, 0.013271540,0.517027298
26,boot,172,0.216000000, 0.014324837,0.583677204
27,boot,191,0.226000000, 0.014956815,0.615558850
28,boot,226,0.262000000, 0.016220771,0.736198243
29,boot,300,0.292000000, 0.017484727,0.690631946
30,boot,324,0.300000000, 0.018327365,0.791650729
16,bottle,1265,0.522000000, 0.079839899,0.082155306
17,bottle,1381,0.546000000, 0.087212977,0.095228353
18,bottle,1658,0.582000000, 0.104908363,0.149118371
19,bottle,1773,0.592000000, 0.109964188,0.198953820
20,bottle,1874,0.610000000, 0.116705288,0.222721104
21,bottle,2003,0.632000000, 0.123235728,0.252656755
22,bottle,2098,0.642000000, 0.130187487,0.358418198
23,bottle,2187,0.654000000, 0.136085949,0.404992536
24,bottle,2248,0.658000000, 0.141984411,0.453013479
25,bottle,2337,0.664000000, 0.146829577,0.504743609
26,bottle,2376,0.672000000, 0.149778808,0.578812062
27,bottle,2469,0.688000000, 0.154623973,0.601668258
28,bottle,2508,0.688000000, 0.158205182,0.719449503
29,bottle,2584,0.694000000, 0.163892985,0.665588661
30,bottle,2642,0.702000000, 0.169370129,0.769175809
16,bottom,77,0.156000000, 0.010954287,0.060520024
17,bottom,89,0.174000000, 0.012639562,0.073066434
18,bottom,107,0.184000000, 0.014746155,0.119195469
19,bottom,123,0.198000000, 0.016220771,0.167092554
20,bottom,151,0.214000000, 0.019380661,0.187205591
21,bottom,175,0.242000000, 0.021697914,0.219306962
22,bottom,208,0.274000000, 0.024436486,0.311137615
23,bottom,237,0.290000000, 0.027175058,0.366080046
24,bottom,306,0.324000000, 0.034126817,0.405790394
25,bottom,348,0.340000000, 0.038340004,0.460889863
26,bottom,381,0.358000000, 0.041710554,0.534589165
27,bottom,395,0.362000000, 0.044027807,0.559671029
28,bottom,422,0.364000000, 0.047819676,0.679181087
29,bottom,477,0.380000000, 0.052875500,0.629024084
30,bottom,508,0.390000000, 0.055824731,0.730312959
16,bowl,185,0.256000000, 0.016220771,0.078363520
17,bowl,208,0.268000000, 0.019170002,0.087646653
18,bowl,269,0.308000000, 0.024225827,0.149578025
19,bowl,318,0.332000000, 0.027596377,0.195024440
20,bowl,329,0.342000000, 0.029070992,0.216607980
21,bowl,350,0.358000000, 0.031809564,0.244015548
22,bowl,384,0.370000000, 0.036022751,0.345464415
23,bowl,467,0.398000000, 0.040025279,0.390682423
24,bowl,658,0.468000000, 0.055614072,0.426077033
25,bowl,696,0.480000000, 0.058563303,0.479917852
26,bowl,740,0.484000000, 0.061933853,0.550415981
27,bowl,793,0.498000000, 0.064251106,0.580197901
28,bowl,817,0.504000000, 0.066147040,0.699907926
29,bowl,904,0.524000000, 0.070781546,0.648071084
30,bowl,945,0.536000000, 0.074152096,0.756214561
16,box,995,0.448000000, 0.049294291,0.082076733
17,box,1054,0.464000000, 0.054982094,0.092259018
18,box,1169,0.478000000, 0.061933853,0.155045064
19,box,1466,0.518000000, 0.071413524,0.198448948
20,box,1812,0.550000000, 0.083210449,0.222557304
21,box,1985,0.572000000, 0.089951548,0.251852064
22,box,2141,0.592000000, 0.096692648,0.360221249
23,box,2327,0.626000000, 0.103855066,0.407362971
24,box,2485,0.636000000, 0.115441331,0.454807057
25,box,2661,0.654000000, 0.122182431,0.505229101
26,box,2754,0.658000000, 0.128502212,0.575336622
27,box,2937,0.680000000, 0.136296608,0.601835805
28,box,3107,0.682000000, 0.146408258,0.721203704
29,box,3352,0.696000000, 0.157151885,0.665391809
30,box,3546,0.700000000, 0.171055403,0.769835098
16,bread,558,0.362000000, 0.047187697,0.075326672
17,bread,565,0.364000000, 0.048451654,0.084318936
18,bread,725,0.404000000, 0.062776490,0.140656532
19,bread,790,0.412000000, 0.066357700,0.186826773
20,bread,813,0.422000000, 0.068464293,0.208316777
21,bread,873,0.426000000, 0.072045502,0.237615091
22,bread,946,0.454000000, 0.074994734,0.341111895
23,bread,970,0.468000000, 0.077733305,0.389693080
24,bread,1068,0.490000000, 0.087212977,0.437257382
25,bread,1111,0.492000000, 0.089530230,0.487570031
26,bread,1152,0.498000000, 0.093532758,0.561721772
27,bread,1190,0.500000000, 0.097745945,0.591049596
28,bread,1237,0.510000000, 0.102169791,0.713837130
29,bread,1280,0.522000000, 0.105329682,0.661812131
30,bread,1339,0.532000000, 0.109964188,0.767851497
16,break,118,0.200000000, 0.016642090,0.069283577
17,break,127,0.204000000, 0.018116705,0.075301376
18,break,149,0.226000000, 0.020855277,0.122364494
19,break,179,0.250000000, 0.024647146,0.175515289
20,break,205,0.258000000, 0.027807036,0.191460260
21,break,243,0.288000000, 0.030966926,0.216846800
22,break,267,0.302000000, 0.034758795,0.336578149
23,break,313,0.328000000, 0.039603960,0.377636050
24,break,362,0.374000000, 0.046345060,0.430345747
25,break,412,0.402000000, 0.051822203,0.479519288
26,break,460,0.428000000, 0.056035391,0.551411047
27,break,499,0.442000000, 0.059616600,0.582020385
28,break,557,0.454000000, 0.065304403,0.708046079
29,break,661,0.492000000, 0.074784074,0.659493794
30,break,740,0.510000000, 0.083210449,0.762179592
16,bring,392,0.360000000, 0.036865389,0.075082068
17,bring,422,0.368000000, 0.039603960,0.082233655
18,bring,536,0.402000000, 0.047819676,0.130284672
